ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Ravanusa,82001630845,PagoPA SpA,15376371009
Comune di Ravarino,00314810367,PagoPA SpA,15376371009
Comune di Ravarino,00314810367,Lepida Spa,02770891204
Comune di Ravarino,00314810367,Next Step Solution,02554480349
Comune di Ravascletto,84001650302,PagoPA SpA,15376371009
Comune di Ravascletto,84001650302,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Ravello,00472790658,PagoPA SpA,15376371009
Comune di Ravello,00472790658,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ravello,00472790658,Novares Spa,12105121003
Comune di Ravello,00472790658,E-Fil S.r.l.,03789750100
Comune di Ravello,00472790658,Dedagroup Public Services S.R.L.,01727860221
Comune di Ravenna,00354730392,PagoPA SpA,15376371009
Comune di Ravenna,00354730392,Lepida Spa,02770891204
Comune di Ravenna,00354730392,MUNICIPIA S.P.A.,01973900838
Comune di Ravenna,00354730392,Hera S.p.A.,04245520376
Comune di Ravenna,00354730392,Next Step Solution,02554480349
Comune di Raveo,84003030305,PagoPA SpA,15376371009
Comune di Raveo,84003030305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Raviscanina,82000770618,UNIMATICA-RGI S.p.A.,02098391200
Comune di Raviscanina,82000770618,PagoPA SpA,15376371009
Comune di Raviscanina,82000770618,CREDEMTEL SpA,01378570350
Comune di Re,00431330034,Siscom SPA,01778000040
Comune di Re,00431330034,PagoPA SpA,15376371009
Comune di Rea,84000900187,Siscom SPA,01778000040
Comune di Rea,84000900187,Poste Italiane S.P.A.,97103880585
Comune di Rea,84000900187,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rea,84000900187,PagoPA SpA,15376371009
Comune di Realmonte,80003310846,PagoPA SpA,15376371009
Comune di Realmonte,80003310846,Maggioli SPA,06188330150
Comune di Reana del Rojale,00466880309,PagoPA SpA,15376371009
Comune di Reana del Rojale,00466880309,Maggioli SPA,06188330150
Comune di Reana del Rojale,00466880309,CREDEMTEL SpA,01378570350
Comune di Reana del Rojale,00466880309,Optimia Srls,10893490960
Comune di Reana del Rojale,00466880309,E-Fil S.r.l.,03789750100
Comune di Reana del Rojale,00466880309,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Reano,86002550019,Siscom SPA,01778000040
Comune di Reano,86002550019,PagoPA SpA,15376371009
Comune di Reano,86002550019,Technical Design s.r.l.,00595270042
Comune di Recale,80000770612,PagoPA SpA,15376371009
Comune di Recale,80000770612,Advanced Systems S.p.A.,03383350638
Comune di Recanati,00284570439,PagoPA SpA,15376371009
Comune di Recanati,00284570439,Regione Marche,80008630420
Comune di Recanati,00284570439,Maggioli SPA,06188330150
Comune di Recco,00605540103,PagoPA SpA,15376371009
Comune di Recco,00605540103,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Recco,00605540103,CREDEMTEL SpA,01378570350
Comune di Recco,00605540103,Advanced Systems S.p.A.,03383350638
Comune di Recco,00605540103,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Recetto,80015980032,Siscom SPA,01778000040
Comune di Recetto,80015980032,PagoPA SpA,15376371009
Comune di Recetto,80015980032,Advanced Systems S.p.A.,03383350638
Comune di Recoaro Terme,00192560241,PagoPA SpA,15376371009
Comune di Recoaro Terme,00192560241,Dedagroup Public Services S.R.L.,01727860221
Comune di Recoaro Terme,00192560241,Regione del Veneto,80007580279
Comune di Recoaro Terme,00192560241,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Redavalle,00459830188,San Marco SPA,04142440728
Comune di Redavalle,00459830188,Poste Italiane S.P.A.,97103880585
Comune di Redavalle,00459830188,Regione Lombardia,80050050154
Comune di Redavalle,00459830188,PagoPA SpA,15376371009
Comune di Redondesco,81001250208,PagoPA SpA,15376371009
Comune di Redondesco,81001250208,Regione Lombardia,80050050154
Comune di Redondesco,81001250208,Servizi Locali SpA,03170580751
Comune di Redondesco,81001250208,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Refrancore,80003810050,Siscom SPA,01778000040
Comune di Refrancore,80003810050,Poste Italiane S.P.A.,97103880585
Comune di Refrancore,80003810050,PagoPA SpA,15376371009
Comune di Refrontolo,82001670262,PagoPA SpA,15376371009
Comune di Refrontolo,82001670262,Maggioli SPA,06188330150
Comune di Refrontolo,82001670262,CREDEMTEL SpA,01378570350
Comune di Refrontolo,82001670262,E-Fil S.r.l.,03789750100
Comune di Refrontolo,82001670262,Regione del Veneto,80007580279
Comune di Regalbuto,80000660862,PagoPA SpA,15376371009
Comune di Regalbuto,80000660862,Dedagroup Public Services S.R.L.,01727860221
Comune di Regalbuto,80000660862,CREDEMTEL SpA,01378570350
Comune di Reggello,01421240480,Regione Toscana,01386030488
Comune di Reggello,01421240480,PagoPA SpA,15376371009
Comune di Reggello,01421240480,Abaco Spa,02391510266
Comune di Reggello,01421240480,Etruria p.a. S.r.l.,05883740481
Comune di Reggio Calabria,00136380805,PagoPA SpA,15376371009
Comune di Reggio Calabria,00136380805,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Reggio Calabria,00136380805,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Reggio Calabria,00136380805,Regione Calabria,02205340793
Comune di Reggio Calabria,00136380805,Next Step Solution,02554480349
Comune di Reggio Emilia,00145920351,PagoPA SpA,15376371009
Comune di Reggio Emilia,00145920351,Lepida Spa,02770891204
Comune di Reggio Emilia,00145920351,P.A. Digitale spa,06628860964
Comune di Reggio Emilia,00145920351,Poste Italiane S.P.A.,97103880585
Comune di Reggio Emilia,00145920351,Archidata srl,09613270157
Comune di Reggio Emilia,00145920351,E-Fil S.r.l.,03789750100
Comune di Reggio Emilia,00145920351,"Unicredit, Societa' per Azioni",00348170101
Comune di Reggio Emilia,00145920351,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Reggiolo,00440760353,PagoPA SpA,15376371009
Comune di Reggiolo,00440760353,Lepida Spa,02770891204
Comune di Reggiolo,00440760353,Next Step Solution,02554480349
Comune di Reino,00269920625,UNIMATICA-RGI S.p.A.,02098391200
Comune di Reino,00269920625,PagoPA SpA,15376371009
Comune di Reino,00269920625,CREDEMTEL SpA,01378570350
Comune di Reitano,85000320839,Siscom SPA,01778000040
Comune di Reitano,85000320839,PagoPA SpA,15376371009
Comune di Reitano,85000320839,E-Fil S.r.l.,03789750100
Comune di Remanzacco,80006810305,PagoPA SpA,15376371009
Comune di Remanzacco,80006810305,CREDEMTEL SpA,01378570350
Comune di Remanzacco,80006810305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Remedello,85000190174,PagoPA SpA,15376371009
Comune di Remedello,85000190174,Regione Lombardia,80050050154
Comune di Remedello,85000190174,Intesa Sanpaolo SPA,00799960158
Comune di Renate,83003560154,PagoPA SpA,15376371009
Comune di Renate,83003560154,Maggioli SPA,06188330150
Comune di Rende,00276350782,PagoPA SpA,15376371009
Comune di Rende,00276350782,E-Fil S.r.l.,03789750100
Comune di Rende,00276350782,Maggioli SPA,06188330150
Comune di Renon,80008790216,PagoPA SpA,15376371009
Comune di Renon,80008790216,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Renon,80008790216,Alto Adige Riscossioni Spa,02805390214
Comune di Resana,81000610261,PagoPA SpA,15376371009
Comune di Resana,81000610261,E-Fil S.r.l.,03789750100
Comune di Resana,81000610261,Regione del Veneto,80007580279
Comune di Rescaldina,01633080153,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Rescaldina,01633080153,PagoPA SpA,15376371009
Comune di Rescaldina,01633080153,Maggioli SPA,06188330150
Comune di Rescaldina,01633080153,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Resia,84001610306,PagoPA SpA,15376371009
Comune di Resia,84001610306,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Resiutta,84001530306,PagoPA SpA,15376371009
Comune di Resiutta,84001530306,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Resuttano,80002990853,UNIMATICA-RGI S.p.A.,02098391200
Comune di Resuttano,80002990853,PagoPA SpA,15376371009
Comune di Retorbido,00431410182,PagoPA SpA,15376371009
Comune di Retorbido,00431410182,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Retorbido,00431410182,APKAPPA S.R.L.,08543640158
Comune di Revello,00395930043,Siscom SPA,01778000040
Comune di Revello,00395930043,PagoPA SpA,15376371009
Comune di Revello,00395930043,Technical Design s.r.l.,00595270042
Comune di Revello,00395930043,Maggioli SPA,06188330150
Comune di Revere,00186660205,ANCITEL,07196850585
Comune di Revigliasco d'Asti,00131050056,Siscom SPA,01778000040
Comune di Revigliasco d'Asti,00131050056,Regione Piemonte,80087670016
Comune di Revigliasco d'Asti,00131050056,PagoPA SpA,15376371009
Comune di Revine Lago,84000850267,PagoPA SpA,15376371009
Comune di Revine Lago,84000850267,E-Fil S.r.l.,03789750100
Comune di Revine Lago,84000850267,Regione del Veneto,80007580279
Comune di Revine Lago,84000850267,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Revo',83005510223,Provincia Autonoma di Trento,00337460224
Comune di Rezzago,00562720136,PagoPA SpA,15376371009
Comune di Rezzago,00562720136,Regione Lombardia,80050050154
Comune di Rezzato,00634160170,PagoPA SpA,15376371009
Comune di Rezzato,00634160170,Softline srl,12299030150
Comune di Rezzato,00634160170,Regione Lombardia,80050050154
Comune di Rezzato,00634160170,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rezzato,00634160170,E-Fil S.r.l.,03789750100
Comune di Rezzo,00274820083,Siscom SPA,01778000040
Comune di Rezzo,00274820083,PagoPA SpA,15376371009
Comune di Rezzoaglio,82003050109,PagoPA SpA,15376371009
Comune di Rezzoaglio,82003050109,CREDEMTEL SpA,01378570350
Comune di Rhemes-notre-dame,00138020078,PagoPA SpA,15376371009
Comune di Rhemes-notre-dame,00138020078,Regione Autonoma Valle D'Aosta,80002270074
Comune di Rhemes-Saint-Georges,00138030077,PagoPA SpA,15376371009
Comune di Rhemes-Saint-Georges,00138030077,Regione Autonoma Valle D'Aosta,80002270074
Comune di Rho,00893240150,PagoPA SpA,15376371009
Comune di Rho,00893240150,Maggioli SPA,06188330150
Comune di Rho,00893240150,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rho,00893240150,Novares Spa,12105121003
Comune di Rho,00893240150,APKAPPA S.R.L.,08543640158
Comune di Riace,81000670802,PagoPA SpA,15376371009
Comune di Riace,81000670802,Noviservice srl,02789990922
Comune di Riace,81000670802,Advanced Systems S.p.A.,03383350638
Comune di Riace,81000670802,E-Fil S.r.l.,03789750100
Comune di Riace,81000670802,Regione Calabria,02205340793
Comune di Riace,81000670802,Next Step Solution,02554480349
Comune di Rialto,00361130099,PagoPA SpA,15376371009
Comune di Rialto,00361130099,Regione Liguria,00849050109
Comune di Rialto,00361130099,Advanced Systems S.p.A.,03383350638
Comune di Riano,02682200585,PagoPA SpA,15376371009
Comune di Riano,02682200585,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Riano,02682200585,eRemind srl – PMPAY,11311050964
Comune di Riano,02682200585,Dedagroup Public Services S.R.L.,01727860221
Comune di Riardo,80011310614,PagoPA SpA,15376371009
Comune di Riardo,80011310614,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ribera,00215200841,Anci Digitale S.p.A.,15483121008
Comune di Ribera,00215200841,PagoPA SpA,15376371009
Comune di Ribera,00215200841,ANCITEL,07196850585
Comune di Ribera,00215200841,Maggioli SPA,06188330150
Comune di Ribordone,01394590010,Siscom SPA,01778000040
Comune di Ribordone,01394590010,Poste Italiane S.P.A.,97103880585
Comune di Ribordone,01394590010,PagoPA SpA,15376371009
Comune di Ribordone,01394590010,Dedagroup Public Services S.R.L.,01727860221
Comune di Ricadi,00322890799,PagoPA SpA,15376371009
Comune di Ricadi,00322890799,Next Step Solution,02554480349
Comune di Ricadi,00322890799,Advanced Systems S.p.A.,03383350638
Comune di Ricaldone,00474770062,Siscom SPA,01778000040
Comune di Ricaldone,00474770062,Regione Piemonte,80087670016
Comune di Ricaldone,00474770062,PagoPA SpA,15376371009
Comune di Riccia,00075910703,PagoPA SpA,15376371009
Comune di Riccia,00075910703,Poste Italiane S.P.A.,97103880585
Comune di Riccia,00075910703,CREDEMTEL SpA,01378570350
Comune di Riccione,00324360403,PagoPA SpA,15376371009
Comune di Riccione,00324360403,Lepida Spa,02770891204
Comune di Riccione,00324360403,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Riccione,00324360403,Advanced Systems S.p.A.,03383350638
Comune di Riccione,00324360403,E-Fil S.r.l.,03789750100
Comune di Riccione,00324360403,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Riccione,00324360403,Dedagroup Public Services S.R.L.,01727860221
Comune di Ricco' del Golfo di Spezia,00130720113,PagoPA SpA,15376371009
Comune di Ricco' del Golfo di Spezia,00130720113,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ricco' del Golfo di Spezia,00130720113,CREDEMTEL SpA,01378570350
Comune di Ricco' del Golfo di Spezia,00130720113,Open Software S.r.l.,02810000279
Comune di Ricco' del Golfo di Spezia,00130720113,Regione Liguria,00849050109
Comune di Ricengo,00301430195,Consorzio I.T. Srl,01321400192
Comune di Ricengo,00301430195,PagoPA SpA,15376371009
Comune di Ricengo,00301430195,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ricengo,00301430195,Progetti e Soluzioni SPA,06423240727
Comune di Ricengo,00301430195,San Marco SPA,04142440728
Comune di Ricigliano,82003970652,PagoPA SpA,15376371009
Comune di Ricigliano,82003970652,Poste Italiane S.P.A.,97103880585
Comune di Ricigliano,82003970652,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Riese Pio X,81002490266,PagoPA SpA,15376371009
Comune di Riese Pio X,81002490266,Regione del Veneto,80007580279
Comune di Riesi,82002010856,PagoPA SpA,15376371009
Comune di Riesi,82002010856,E-Fil S.r.l.,03789750100
Comune di Riesi,82002010856,ASSIST SPA,10596000017
Comune di Rieti,00100700574,PagoPA SpA,15376371009
Comune di Rieti,00100700574,P.A. Digitale spa,06628860964
Comune di Rieti,00100700574,Argentea S.r.l.,02260390220
Comune di Rifiano,82003250212,PagoPA SpA,15376371009
Comune di Rifiano,82003250212,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rifiano,82003250212,Alto Adige Riscossioni Spa,02805390214
Comune di Rifreddo,85000390048,PagoPA SpA,15376371009
Comune di Rifreddo,85000390048,CREDEMTEL SpA,01378570350
Comune di Rignano Flaminio,80163710587,PagoPA SpA,15376371009
Comune di Rignano Flaminio,80163710587,Maggioli SPA,06188330150
Comune di Rignano Flaminio,80163710587,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rignano Flaminio,80163710587,Advanced Systems S.p.A.,03383350638
Comune di Rignano Flaminio,80163710587,Progetti e Soluzioni SPA,06423240727
Comune di Rignano Flaminio,80163710587,ROMA CAPITALE,02438750586
Comune di Rignano Flaminio,80163710587,APKAPPA S.R.L.,08543640158
Comune di Rignano Garganico,00358440717,PagoPA SpA,15376371009
Comune di Rignano Garganico,00358440717,Advanced Systems S.p.A.,03383350638
Comune di Rignano Garganico,00358440717,Regione Puglia,80017210727
Comune di Rignano sull'Arno,80022750485,Regione Toscana,01386030488
Comune di Rignano sull'Arno,80022750485,PagoPA SpA,15376371009
Comune di Rignano sull'Arno,80022750485,Maggioli SPA,06188330150
Comune di Rigolato,84002150302,PagoPA SpA,15376371009
Comune di Rigolato,84002150302,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Rimella,82001890027,PagoPA SpA,15376371009
Comune di Rimini,00304260409,PagoPA SpA,15376371009
Comune di Rimini,00304260409,Lepida Spa,02770891204
Comune di Rimini,00304260409,Next Step Solution,02554480349
Comune di Rimini,00304260409,Advanced Systems S.p.A.,03383350638
Comune di Rimini,00304260409,Dedagroup Public Services S.R.L.,01727860221
Comune di Rio,91016750498,PagoPA SpA,15376371009
Comune di Rio,91016750498,Abaco Spa,02391510266
Comune di Rio,91016750498,E-Fil S.r.l.,03789750100
Comune di Rio di Pusteria,81007110216,PagoPA SpA,15376371009
Comune di Rio di Pusteria,81007110216,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Rio di Pusteria,81007110216,Alto Adige Riscossioni Spa,02805390214
Comune di Rio Saliceto,00377960356,PagoPA SpA,15376371009
Comune di Rio Saliceto,00377960356,Lepida Spa,02770891204
Comune di Rio Saliceto,00377960356,E-Fil S.r.l.,03789750100
Comune di Rio Saliceto,00377960356,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Riofreddo,86001390581,PagoPA SpA,15376371009
Comune di Riofreddo,86001390581,ROMA CAPITALE,02438750586
Comune di Riola Sardo,00070490958,PagoPA SpA,15376371009
Comune di Riola Sardo,00070490958,Regione Autonoma della Sardegna,80002870923
Comune di Riolo Terme,00226010395,PagoPA SpA,15376371009
Comune di Riolo Terme,00226010395,Lepida Spa,02770891204
Comune di Riolo Terme,00226010395,MUNICIPIA S.P.A.,01973900838
Comune di Riolo Terme,00226010395,Advanced Systems S.p.A.,03383350638
Comune di Riolo Terme,00226010395,I.C.A. Imposte Comunali Affini Srl,02478610583
